store_id,sales_amount,date
55,1940.26,2023-05-16
44,1932.95,2023-03-13
67,4690.05,2023-11-15
34,955.98,2023-03-29
49,4110.63,2023-04-05
17,570.7,2023-03-30
71,1454.71,2023-04-22
3,2727.83,2023-02-21
57,280.02,2023-04-05
79,4158.02,2023-10-10
91,837.27,2023-10-29
63,1676.25,2023-04-08
25,413.06,2023-03-22
13,1525.44,2023-03-05
69,4637.27,2023-01-26
1,3272.86,2023-11-12
16,1357.95,2023-10-31
1,2019.62,2023-08-31
86,2574.39,2023-06-17
33,3521.79,2023-11-09
97,2070.33,2023-05-25
53,1258.61,2023-08-02
4,3992.57,2023-08-07
32,3244.86,2023-12-27
73,1257.51,2023-01-08
1,2436.8,2023-07-31
27,1634.42,2023-10-12
13,691.81,2023-04-30
97,4918.37,2023-11-30
69,4579.86,2023-10-27
83,2769.54,2023-03-14
80,846.36,2023-01-09
76,3620.26,2023-01-08
9,1992.98,2023-03-04
61,4645.51,2023-11-16
25,3708.32,2023-04-06
76,300.21,2023-03-29
4,3859.58,2023-10-27
55,958.46,2023-10-25
1,3149.65,2023-06-30
34,3849.37,2023-10-07
76,4786.49,2023-04-29
74,4933.9,2023-06-28
38,2669.4,2023-07-21
8,3292.25,2023-03-16
56,4835.94,2023-02-11
88,2748.95,2023-05-10
3,3659.53,2023-05-13
12,1848.21,2023-02-10
67,3051.29,2023-07-19
7,3658.06,2023-06-14
53,3697.96,2023-12-30
76,341.44,2023-03-07
70,3578.91,2023-01-14
2,3124.67,2023-07-03
11,3144.86,2023-03-14
58,954.73,2023-05-17
4,933.93,2023-02-19
85,3045.73,2023-10-02
65,1955.57,2023-01-03
4,3331.41,2023-10-25
100,403.41,2023-11-23
1,551.39,2023-05-15
58,122.68,2023-02-17
81,894.97,2023-09-24
31,1536.43,2023-05-10
62,2999.57,2023-03-12
78,1451.51,2023-09-06
85,759.43,2023-04-02
54,4571.95,2023-10-30
48,2103.54,2023-08-03
44,2008.48,2023-08-18
32,3995.6,2023-07-30
11,4730.32,2023-02-13
4,2524.07,2023-06-04
65,178.01,2023-01-29
67,4974.96,2023-08-26
43,4181.32,2023-12-30
62,4123.81,2023-08-29
51,2569.55,2023-01-03
79,1441.67,2023-10-30
94,4755.36,2023-06-14
37,2962.95,2023-05-13
85,1801.44,2023-06-22
43,4810.47,2023-05-15
82,3811.35,2023-02-14
70,255.65,2023-02-28
41,1048.44,2023-12-12
13,4529.39,2023-04-07
96,4499.42,2023-06-21
6,4525.67,2023-05-13
93,4851.91,2023-08-18
76,3611.78,2023-07-31
96,4839.48,2023-04-02
50,2274.36,2023-11-10
63,719.68,2023-10-06
61,1690.35,2023-04-24
36,619.79,2023-09-29
18,2075.58,2023-08-16
60,1553.52,2023-01-11
5,2364.78,2023-07-18
47,2114.38,2023-09-14
82,1739.77,2023-02-26
65,4458.55,2023-03-25
86,2090.78,2023-05-14
99,4759.03,2023-05-21
39,2027.3,2023-01-05
58,3350.83,2023-04-01
66,3061.38,2023-08-07
78,142.15,2023-07-23
32,4860.35,2023-06-13
1,4484.76,2023-04-17
49,3083.18,2023-11-28
63,3726.52,2023-09-17
67,2194.91,2023-02-06
76,2233.39,2023-11-24
24,2219.95,2023-04-13
64,2719.49,2023-04-28
59,1077.95,2023-12-09
89,1484.6,2023-03-31
1,1879.44,2023-11-04
48,1509.85,2023-06-19
8,4763.44,2023-03-25
46,4788.27,2023-11-18
66,4732.97,2023-03-15
45,344.85,2023-04-22
62,866.57,2023-01-17
54,1567.01,2023-05-27
47,2972.34,2023-04-27
25,1778.68,2023-10-28
17,150.14,2023-04-03
8,202.93,2023-05-30
50,4803.0,2023-08-16
79,3894.19,2023-02-10
35,747.88,2023-10-25
2,2835.62,2023-09-04
5,2136.88,2023-10-20
25,541.61,2023-09-12
70,3948.91,2023-12-15
86,689.09,2023-05-22
29,2141.35,2023-02-16
81,1907.15,2023-01-17
86,2614.09,2023-11-01
30,658.64,2023-10-24
6,571.25,2023-08-14
35,788.66,2023-12-26
41,4806.66,2023-09-23
87,829.24,2023-10-03
43,2760.86,2023-09-09
1,4946.41,2023-09-02
36,3194.85,2023-10-11
85,1364.34,2023-07-15
10,4154.59,2023-09-18
45,1433.07,2023-11-06
39,1106.58,2023-11-17
93,2267.03,2023-07-20
59,522.96,2023-03-04
9,4485.23,2023-11-29
48,4341.45,2023-02-20
60,109.62,2023-03-29
91,1867.59,2023-01-27
47,2715.61,2023-11-20
77,3147.23,2023-09-11
40,2542.33,2023-08-08
98,3894.38,2023-06-29
78,473.75,2023-06-15
66,3590.21,2023-07-24
69,4332.69,2023-03-03
57,277.3,2023-07-13
30,2469.74,2023-02-03
90,1613.23,2023-07-17
68,1108.0,2023-03-15
58,2948.63,2023-09-12
12,154.64,2023-10-14
3,1968.09,2023-08-01
12,1192.27,2023-04-02
26,3671.56,2023-07-06
8,4245.52,2023-03-17
45,1244.5,2023-08-15
92,593.96,2023-07-18
58,3767.11,2023-09-24
77,1202.97,2023-05-15
82,3040.23,2023-01-31
8,1666.55,2023-08-17
85,102.96,2023-10-23
26,1132.51,2023-01-19
32,1033.96,2023-09-18
77,1299.6,2023-07-10
48,4946.17,2023-10-21
48,2678.11,2023-04-24
87,4203.44,2023-11-04
97,2877.31,2023-11-20
97,3053.12,2023-05-04
93,762.41,2023-02-18
12,2576.89,2023-05-19
49,203.18,2023-09-09
2,2348.82,2023-07-15
19,1842.25,2023-05-07
89,173.74,2023-12-27
20,2373.3,2023-12-07
83,3357.76,2023-01-03
99,346.4,2023-05-11
5,4814.65,2023-05-08
97,1098.64,2023-07-21
95,160.55,2023-07-03
27,3641.8,2023-06-24
79,3716.96,2023-03-18
26,3114.65,2023-12-28
2,4902.16,2023-04-26
7,807.66,2023-12-21
73,134.29,2023-08-20
80,3765.81,2023-03-30
7,949.5,2023-12-01
99,4241.15,2023-12-22
83,3483.67,2023-07-31
88,2154.4,2023-08-18
6,4085.55,2023-09-14
38,3083.31,2023-09-28
46,764.74,2023-12-31
34,3002.52,2023-03-08
84,2965.45,2023-04-12
48,1504.01,2023-05-10
24,4386.32,2023-08-04
14,2455.26,2023-01-24
57,890.81,2023-06-02
1,1319.51,2023-09-15
20,4706.22,2023-01-27
94,2249.03,2023-06-26
10,1349.34,2023-11-03
2,3011.92,2023-02-19
39,926.38,2023-06-22
21,2288.85,2023-01-19
38,4996.82,2023-11-03
30,4635.29,2023-05-19
29,2054.43,2023-03-18
10,1151.39,2023-06-18
76,4892.41,2023-08-14
80,2440.65,2023-06-28
61,4705.51,2023-02-22
21,3369.44,2023-03-25
76,256.08,2023-12-20
43,4250.56,2023-08-31
52,3178.25,2023-02-05
74,1590.06,2023-06-06
93,2877.33,2023-02-12
81,1003.05,2023-10-22
13,1162.29,2023-03-09
74,672.13,2023-06-28
12,1561.44,2023-07-24
13,3467.36,2023-07-07
42,3190.31,2023-02-05
32,4348.75,2023-06-22
83,3322.59,2023-05-10
32,3739.02,2023-04-02
83,411.35,2023-08-08
52,3143.07,2023-09-27
100,1127.28,2023-05-15
88,3595.95,2023-10-16
100,1102.9,2023-11-15
12,3715.78,2023-07-18
37,4457.15,2023-01-10
37,330.11,2023-09-23
31,1343.65,2023-04-27
60,4532.01,2023-01-27
34,4983.86,2023-04-05
82,1029.99,2023-07-26
100,2137.46,2023-02-07
21,3638.74,2023-04-23
39,1499.3,2023-09-30
25,3500.47,2023-01-20
75,3320.74,2023-10-31
63,816.0,2023-12-20
74,3780.96,2023-01-07
69,2489.49,2023-05-29
38,2132.35,2023-12-17
29,1341.5,2023-05-18
98,4998.93,2023-09-13
60,1155.72,2023-10-26
83,4912.76,2023-12-25
55,2247.91,2023-11-02
37,705.83,2023-08-23
30,4122.72,2023-12-14
57,1411.32,2023-02-20
7,810.44,2023-10-19
66,600.43,2023-11-11
28,4893.55,2023-08-07
96,4632.14,2023-11-27
8,222.87,2023-05-28
53,2960.93,2023-05-31
53,4677.79,2023-12-12
88,1740.43,2023-03-25
9,2294.86,2023-03-02
52,3813.48,2023-09-06
56,4436.11,2023-02-09
22,1874.09,2023-12-21
98,4391.41,2023-11-21
7,4639.79,2023-04-10
11,3254.91,2023-09-10
89,4643.64,2023-08-16
42,3463.77,2023-07-19
100,1717.43,2023-04-14
95,4522.77,2023-08-30
33,1337.76,2023-07-19
95,500.5,2023-03-04
88,4816.45,2023-10-07
6,3794.64,2023-08-05
4,1737.68,2023-05-07
17,4064.75,2023-01-28
78,2386.58,2023-06-06
49,3646.8,2023-09-19
99,4284.2,2023-06-07
58,3694.46,2023-08-08
60,4623.47,2023-05-08
37,938.04,2023-01-29
15,2838.02,2023-05-26
89,3687.29,2023-05-25
61,1159.64,2023-11-06
24,2161.06,2023-03-05
87,3782.49,2023-03-07
4,3389.3,2023-11-24
25,3805.82,2023-06-02
58,352.65,2023-05-09
36,734.87,2023-07-10
12,2758.59,2023-09-25
25,289.8,2023-07-09
5,2439.02,2023-12-08
14,3326.76,2023-07-01
57,2869.22,2023-10-29
60,976.69,2023-05-15
8,1955.11,2023-09-04
64,1627.99,2023-07-23
30,464.77,2023-02-28
65,4891.74,2023-03-22
49,3473.15,2023-05-31
56,1834.05,2023-08-04
75,3626.6,2023-03-31
42,2524.75,2023-07-24
55,3407.81,2023-01-26
17,2628.01,2023-03-17
28,3875.11,2023-11-16
18,1095.96,2023-04-07
91,3058.9,2023-04-20
96,3179.99,2023-01-01
23,157.97,2023-03-28
15,4515.25,2023-10-02
69,1488.42,2023-07-12
38,1765.47,2023-09-28
1,4489.85,2023-07-06
78,2353.91,2023-05-03
71,2924.4,2023-05-20
65,476.19,2023-08-20
7,1973.48,2023-05-17
34,3011.93,2023-06-24
80,527.18,2023-04-13
54,1775.65,2023-06-30
36,184.59,2023-12-24
22,2475.21,2023-03-04
94,1503.54,2023-02-07
91,584.48,2023-07-23
67,3026.12,2023-06-21
13,140.02,2023-05-06
15,4298.35,2023-09-14
74,1338.89,2023-01-02
21,4751.91,2023-02-14
14,1186.8,2023-01-30
47,3031.42,2023-02-28
33,4117.16,2023-02-07
23,4528.77,2023-07-17
76,1786.77,2023-10-08
48,793.93,2023-07-01
42,4693.08,2023-04-01
38,2271.33,2023-06-28
84,3812.94,2023-12-01
59,625.38,2023-11-01
95,2270.96,2023-02-01
50,1345.72,2023-08-21
10,101.0,2023-12-06
58,1176.5,2023-11-07
46,2105.97,2023-05-02
78,1773.26,2023-06-16
27,1880.5,2023-07-01
31,1763.66,2023-08-25
24,1655.71,2023-09-26
78,3608.58,2023-12-29
31,4177.03,2023-07-14
20,548.44,2023-03-24
59,604.06,2023-12-05
2,1718.15,2023-03-29
81,4099.05,2023-09-03
89,2745.9,2023-02-25
12,778.9,2023-06-29
31,2960.1,2023-08-16
39,4361.45,2023-11-24
69,640.71,2023-06-02
71,1993.35,2023-07-17
33,4659.78,2023-07-17
35,2947.75,2023-10-29
74,1942.63,2023-05-09
84,197.77,2023-02-01
73,2589.27,2023-05-09
23,3862.25,2023-12-07
55,3125.39,2023-09-25
68,3324.41,2023-10-09
47,858.29,2023-03-09
18,303.97,2023-07-10
47,4032.25,2023-09-21
95,3745.06,2023-02-28
16,3207.77,2023-03-31
90,772.5,2023-06-14
59,436.23,2023-08-23
29,1394.46,2023-11-30
64,4769.54,2023-12-10
54,2411.85,2023-08-03
41,1156.32,2023-02-22
9,3154.64,2023-07-08
50,3263.39,2023-10-27
14,939.59,2023-02-08
48,2649.64,2023-05-18
1,636.81,2023-10-28
2,1912.95,2023-12-28
85,639.05,2023-09-09
62,1798.77,2023-09-15
76,3540.41,2023-07-18
91,4961.35,2023-10-11
64,2971.08,2023-12-23
69,1715.75,2023-10-24
89,2074.25,2023-10-26
12,4405.06,2023-09-25
71,3369.24,2023-11-23
52,1311.41,2023-08-13
43,4164.19,2023-10-03
5,2327.46,2023-01-04
49,4964.09,2023-12-07
41,3850.4,2023-01-21
15,4163.99,2023-04-10
32,2525.5,2023-02-17
36,1132.13,2023-11-01
41,2666.82,2023-11-07
85,1119.25,2023-12-24
80,825.89,2023-11-09
58,274.29,2023-10-13
15,4508.2,2023-06-15
63,4094.94,2023-12-08
97,3065.19,2023-08-18
82,2957.38,2023-10-17
10,701.85,2023-08-23
14,2400.66,2023-08-10
10,3752.94,2023-01-16
39,4934.95,2023-08-03
71,4472.65,2023-06-02
3,2236.3,2023-01-24
11,2047.89,2023-10-09
67,4683.36,2023-01-20
72,461.62,2023-08-15
58,2147.94,2023-02-24
61,144.77,2023-07-12
83,4063.97,2023-12-26
16,3280.57,2023-07-18
72,4102.2,2023-01-06
88,1631.0,2023-05-03
46,3777.11,2023-01-04
11,1126.98,2023-10-22
8,4866.67,2023-12-28
27,248.06,2023-02-11
17,3018.43,2023-10-31
77,4759.82,2023-09-15
28,4074.93,2023-06-28
99,3506.67,2023-02-28
47,3812.62,2023-04-04
12,3010.9,2023-02-25
18,2163.42,2023-02-13
95,1305.69,2023-02-20
27,1915.16,2023-11-19
56,1783.73,2023-02-09
47,1280.27,2023-05-06
21,726.0,2023-09-09
61,918.31,2023-12-01
82,1600.89,2023-11-21
80,551.26,2023-03-10
15,619.17,2023-07-10
4,497.17,2023-11-28
8,4915.26,2023-10-18
98,3708.79,2023-08-03
44,4148.6,2023-01-13
39,2979.5,2023-04-07
90,4512.68,2023-05-02
51,443.49,2023-10-26
82,2520.41,2023-11-02
83,4775.33,2023-08-01
98,422.71,2023-08-06
44,208.57,2023-11-17
60,1261.65,2023-02-09
41,3278.84,2023-07-18
50,1171.8,2023-07-28
41,3505.05,2023-05-06
17,2679.48,2023-02-22
88,125.58,2023-11-12
43,1458.54,2023-11-22
68,1974.42,2023-06-22
47,2396.67,2023-06-29
47,1179.12,2023-09-29
60,4260.0,2023-07-12
44,2801.23,2023-05-05
57,2467.3,2023-11-01
100,861.59,2023-06-22
76,1364.73,2023-11-04
13,977.35,2023-04-27
3,1511.79,2023-05-10
37,102.55,2023-08-13
44,1999.91,2023-10-01
46,1086.25,2023-01-10
68,777.12,2023-01-06
100,3401.65,2023-01-30
80,4078.39,2023-05-14
23,506.74,2023-02-06
4,1719.74,2023-04-18
50,2952.66,2023-12-04
13,4788.38,2023-06-17
87,3992.02,2023-10-07
51,3143.23,2023-07-21
93,3773.4,2023-12-10
47,511.63,2023-11-21
53,3241.85,2023-02-12
39,1771.98,2023-05-15
22,1456.29,2023-05-05
67,2164.82,2023-06-08
44,1502.08,2023-04-28
83,4978.31,2023-01-06
44,353.36,2023-12-04
55,4485.38,2023-09-21
39,1094.64,2023-04-25
36,2920.34,2023-03-20
22,3872.96,2023-01-30
97,3930.03,2023-11-22
77,2991.3,2023-08-26
37,2577.9,2023-03-31
56,3171.03,2023-01-21
68,3945.24,2023-12-25
15,2798.96,2023-04-07
21,4808.11,2023-06-30
22,589.67,2023-03-04
27,3948.45,2023-03-14
51,2405.36,2023-04-07
71,4637.04,2023-05-28
56,563.18,2023-08-11
100,4678.59,2023-01-17
65,3638.48,2023-06-29
28,4309.67,2023-06-05
67,3816.68,2023-04-06
9,4285.73,2023-04-14
61,1619.1,2023-01-02
52,3538.49,2023-01-14
42,3963.48,2023-03-25
61,683.95,2023-05-20
19,4467.18,2023-10-11
47,4196.05,2023-01-31
34,476.27,2023-08-21
20,4556.07,2023-06-03
35,799.45,2023-06-13
12,1082.75,2023-05-30
1,2160.54,2023-03-22
54,1910.03,2023-08-17
37,4107.23,2023-11-19
60,1191.49,2023-04-01
65,3162.26,2023-10-01
64,263.76,2023-02-23
49,3166.57,2023-09-17
4,3889.38,2023-06-14
5,3437.17,2023-03-29
1,2812.63,2023-07-08
20,3955.19,2023-10-10
83,546.75,2023-09-07
88,3736.05,2023-11-01
55,4823.22,2023-01-25
38,4470.65,2023-05-11
20,3924.66,2023-09-21
47,238.7,2023-06-26
76,3368.11,2023-07-23
36,301.69,2023-05-23
4,3424.94,2023-10-27
32,3367.91,2023-01-12
79,1460.05,2023-08-30
63,4781.28,2023-03-02
47,1404.77,2023-04-18
47,1618.37,2023-08-17
38,3414.46,2023-02-04
62,1056.86,2023-01-29
35,1537.78,2023-05-18
89,2594.21,2023-07-17
47,1258.49,2023-08-12
10,4376.14,2023-02-01
73,3442.91,2023-01-09
11,673.17,2023-05-14
34,3955.33,2023-09-21
97,3329.19,2023-03-23
92,4510.63,2023-08-28
18,1463.17,2023-03-10
11,504.86,2023-01-21
53,1952.22,2023-04-18
72,4095.14,2023-03-01
81,841.93,2023-02-18
21,2253.19,2023-05-28
63,3567.25,2023-03-19
45,699.32,2023-09-18
51,2570.35,2023-04-08
22,4505.96,2023-11-01
63,2549.91,2023-06-13
58,3265.74,2023-05-07
77,1749.57,2023-03-05
15,1982.19,2023-12-31
84,2744.34,2023-07-07
88,601.94,2023-01-29
65,4066.27,2023-01-29
48,3983.74,2023-11-23
88,4960.34,2023-02-13
85,1073.14,2023-07-25
76,2036.12,2023-05-13
36,3085.48,2023-12-19
18,815.03,2023-04-15
16,4771.5,2023-09-04
10,1858.64,2023-06-05
55,4163.08,2023-01-30
11,4982.57,2023-09-25
49,2218.85,2023-09-17
69,3955.55,2023-02-24
48,3868.42,2023-12-18
94,3725.64,2023-10-28
3,1464.49,2023-04-30
7,2439.53,2023-03-20
89,2095.7,2023-04-10
66,539.74,2023-07-17
51,1010.05,2023-06-05
18,1700.85,2023-12-29
65,1221.32,2023-03-02
79,1815.28,2023-08-24
22,2796.38,2023-10-22
30,3453.07,2023-04-10
72,530.72,2023-02-19
5,1078.12,2023-02-27
14,2334.17,2023-11-04
40,924.03,2023-12-04
96,318.06,2023-05-19
34,3239.87,2023-03-04
46,4843.71,2023-01-14
9,3261.55,2023-02-26
15,2194.38,2023-02-07
4,3956.74,2023-11-13
70,3850.3,2023-01-10
25,377.92,2023-06-09
92,1710.47,2023-01-28
70,1986.16,2023-11-30
34,2683.01,2023-12-23
49,1627.68,2023-04-23
50,1526.38,2023-04-18
12,3190.28,2023-11-24
59,2140.49,2023-07-10
41,3521.69,2023-06-29
35,3638.81,2023-10-04
92,3040.44,2023-06-03
1,1659.84,2023-11-06
37,2783.11,2023-05-05
81,1699.59,2023-06-04
73,3923.99,2023-11-28
17,2585.38,2023-01-19
34,3459.96,2023-03-28
56,1846.89,2023-07-01
38,3331.1,2023-01-03
85,227.13,2023-06-20
63,4156.8,2023-06-27
10,4832.64,2023-03-09
71,3556.48,2023-10-03
7,501.27,2023-01-14
30,4618.81,2023-12-05
14,4937.91,2023-11-19
79,4794.52,2023-04-19
35,4667.86,2023-01-25
71,2029.72,2023-11-22
25,252.44,2023-06-22
90,3662.87,2023-05-04
65,2398.63,2023-11-21
11,1958.62,2023-06-20
31,3867.92,2023-04-22
53,3525.81,2023-01-08
48,1791.32,2023-03-23
3,2274.7,2023-11-16
32,2116.51,2023-12-27
43,2797.29,2023-05-05
25,666.71,2023-01-16
40,2421.29,2023-12-23
65,3064.46,2023-05-03
50,1693.94,2023-12-31
32,2237.12,2023-11-21
88,3832.83,2023-11-12
34,1554.06,2023-02-06
59,2077.0,2023-06-25
95,3072.37,2023-07-27
70,2750.66,2023-03-28
91,4123.96,2023-04-02
45,1371.18,2023-10-23
9,1331.13,2023-02-19
15,2202.67,2023-09-25
95,3602.68,2023-11-29
16,4062.76,2023-10-29
88,2859.35,2023-03-09
38,1571.49,2023-08-25
71,4673.5,2023-02-07
56,3549.3,2023-11-20
45,1440.21,2023-09-06
84,1319.16,2023-07-12
78,590.8,2023-07-06
30,2430.92,2023-04-05
7,1236.96,2023-05-21
13,1610.75,2023-12-03
46,2848.55,2023-11-30
60,3656.99,2023-08-14
1,1520.46,2023-07-05
80,4443.19,2023-07-30
44,1951.7,2023-07-12
99,375.27,2023-06-01
19,480.58,2023-04-11
44,3964.28,2023-01-11
95,4439.79,2023-09-01
59,4656.89,2023-03-25
29,210.79,2023-05-19
48,847.88,2023-12-13
29,3540.76,2023-06-02
96,672.0,2023-08-07
80,2746.35,2023-12-29
28,4934.48,2023-06-01
14,3764.41,2023-02-10
79,2312.32,2023-05-30
82,1075.15,2023-12-20
36,381.08,2023-05-09
30,1422.09,2023-12-01
32,2070.79,2023-11-08
51,3912.34,2023-11-05
53,832.33,2023-07-17
56,322.31,2023-09-03
41,1252.73,2023-08-21
65,4635.23,2023-03-02
76,1931.49,2023-08-24
71,3472.54,2023-08-31
94,4455.48,2023-01-19
86,4683.43,2023-11-12
70,1316.14,2023-08-09
17,4167.97,2023-08-12
36,4299.59,2023-02-14
24,967.67,2023-02-20
62,528.46,2023-10-30
77,1023.27,2023-02-18
84,818.8,2023-07-09
79,267.28,2023-07-07
96,4442.24,2023-01-11
6,4978.51,2023-08-13
32,3175.17,2023-01-11
31,380.79,2023-10-30
99,3246.98,2023-01-28
77,354.5,2023-11-30
89,591.11,2023-05-28
83,1684.63,2023-02-05
4,1106.9,2023-03-30
45,3579.11,2023-09-19
85,2073.09,2023-11-24
67,451.59,2023-03-11
58,4749.24,2023-08-16
27,4815.04,2023-07-02
58,3724.65,2023-05-04
37,3451.22,2023-11-11
82,1193.91,2023-04-22
56,2708.32,2023-06-09
17,1939.73,2023-02-23
58,4220.14,2023-03-10
35,1309.69,2023-01-01
48,1954.49,2023-11-06
14,2129.27,2023-07-13
5,2415.62,2023-11-18
4,3781.62,2023-11-15
83,195.69,2023-02-08
16,2792.0,2023-05-04
71,3165.2,2023-09-29
51,4994.25,2023-06-17
51,2579.69,2023-06-01
4,1958.92,2023-09-14
25,3669.45,2023-09-02
9,1490.56,2023-09-25
57,3150.3,2023-12-12
29,4055.58,2023-10-22
84,4421.81,2023-02-05
36,1906.56,2023-03-14
3,187.21,2023-12-22
36,2867.27,2023-07-29
61,511.74,2023-05-08
12,4431.01,2023-04-22
86,3916.16,2023-03-26
67,195.85,2023-01-13
11,3794.63,2023-10-07
61,178.9,2023-12-11
57,3718.9,2023-07-09
54,3338.25,2023-12-15
78,2820.18,2023-04-03
31,4509.95,2023-09-22
4,308.87,2023-05-19
54,3588.19,2023-06-01
38,139.69,2023-03-12
74,4828.32,2023-01-04
23,4412.34,2023-12-07
18,4618.01,2023-01-08
76,4510.41,2023-02-08
81,2078.22,2023-10-07
6,4565.75,2023-01-31
97,2794.16,2023-10-09
48,1750.23,2023-12-21
16,3097.27,2023-05-26
84,2065.72,2023-05-21
54,3574.55,2023-09-23
94,4413.15,2023-04-17
24,1430.22,2023-01-25
68,2900.12,2023-02-02
3,2217.45,2023-01-09
54,3146.4,2023-12-26
85,1893.09,2023-03-13
42,4128.71,2023-12-18
15,2715.19,2023-02-10
12,3108.74,2023-12-28
57,3790.32,2023-12-24
29,4657.14,2023-03-16
92,2238.97,2023-04-12
64,2862.72,2023-02-19
26,3780.38,2023-07-02
98,563.76,2023-10-20
10,1248.37,2023-08-20
26,558.85,2023-10-29
92,1191.79,2023-11-27
44,4664.02,2023-11-01
25,3363.42,2023-03-04
4,4167.39,2023-11-03
93,2413.87,2023-01-24
8,1016.76,2023-02-08
24,4818.85,2023-07-28
56,2367.44,2023-05-31
92,2998.64,2023-11-12
3,4522.91,2023-09-01
36,418.68,2023-09-27
94,4205.59,2023-05-10
89,1691.53,2023-07-15
63,1207.19,2023-11-10
41,1225.53,2023-05-04
64,3774.26,2023-02-16
73,2195.28,2023-12-09
15,3233.52,2023-01-23
99,2951.19,2023-06-20
13,1809.66,2023-02-18
75,484.06,2023-09-03
27,4706.61,2023-05-23
66,3284.51,2023-11-10
56,2787.31,2023-10-06
25,4814.26,2023-02-08
89,4482.59,2023-11-18
43,3094.05,2023-01-11
22,1045.3,2023-04-02
34,627.68,2023-11-11
4,4778.04,2023-04-17
30,459.95,2023-09-05
45,2647.48,2023-01-24
85,4181.51,2023-04-28
68,4030.04,2023-11-26
48,488.99,2023-11-15
18,4905.31,2023-07-23
14,1903.33,2023-05-30
75,407.1,2023-12-29
85,582.35,2023-08-31
40,2863.69,2023-05-23
88,1831.31,2023-05-10
63,3544.2,2023-12-05
82,1321.7,2023-12-02
61,3219.34,2023-05-21
86,4948.77,2023-08-02
62,3089.92,2023-11-14
17,513.18,2023-09-17
20,2855.16,2023-10-06
92,4195.84,2023-07-13
9,3537.16,2023-01-13
77,1474.33,2023-05-09
12,4697.78,2023-06-03
37,4089.75,2023-06-23
2,2194.95,2023-10-06
51,4477.27,2023-07-04
1,103.19,2023-03-28
88,3625.85,2023-09-18
79,4600.96,2023-07-09
78,1859.94,2023-11-03
92,1826.21,2023-07-21
31,2820.13,2023-06-11
42,287.11,2023-12-23
42,4767.39,2023-06-25
76,817.81,2023-06-18
16,459.21,2023-04-21
100,2851.2,2023-04-11
84,1387.15,2023-04-08
87,1886.8,2023-05-03
91,4817.57,2023-08-05
46,1826.83,2023-06-03
99,4912.36,2023-03-11
84,3343.95,2023-05-26
36,2735.21,2023-05-31
66,1616.78,2023-09-11
68,4003.93,2023-12-15
77,2725.34,2023-04-09
85,4060.49,2023-06-09
44,1098.21,2023-10-06
8,2262.22,2023-07-20
9,3168.78,2023-05-31
12,3782.87,2023-03-28
68,376.67,2023-11-23
60,2581.45,2023-02-24
16,2057.07,2023-01-14
78,2056.65,2023-12-21
93,314.19,2023-09-04
41,2445.56,2023-02-15
99,1633.32,2023-06-04
14,162.56,2023-11-06
85,1598.23,2023-05-17
74,1391.56,2023-07-08
58,2197.07,2023-11-25
21,2890.15,2023-07-19
71,3328.64,2023-03-12
46,4067.15,2023-07-28
81,4639.16,2023-06-18
74,2958.27,2023-01-15
62,2509.68,2023-04-04
47,3298.31,2023-05-02
15,529.34,2023-07-02
16,2129.96,2023-03-26
58,2501.39,2023-03-07
48,3394.04,2023-03-25
60,3469.8,2023-02-17
42,2030.63,2023-10-14
26,2840.72,2023-12-21
76,1228.14,2023-02-24
59,1372.53,2023-01-07
83,4052.94,2023-07-13
38,4514.46,2023-06-03
88,2487.86,2023-05-28
23,1182.3,2023-11-08
92,754.69,2023-09-26
86,2998.08,2023-08-21
58,3633.46,2023-01-22
67,4082.48,2023-11-03
90,1419.8,2023-12-08
58,3163.99,2023-08-10
4,3910.63,2023-03-12
2,2663.79,2023-10-18
57,3432.91,2023-09-21
5,2582.59,2023-02-23
28,4610.2,2023-05-31
28,1987.43,2023-05-09
62,2180.66,2023-11-26
56,177.04,2023-07-01
15,4274.84,2023-08-29
66,785.95,2023-06-15
77,3191.81,2023-09-22
50,2574.79,2023-12-27
1,3754.84,2023-03-26
30,423.41,2023-05-01
15,2405.64,2023-01-18
14,1614.15,2023-02-20
61,1048.93,2023-10-31
28,403.97,2023-01-03
23,3712.21,2023-06-08
84,1022.44,2023-02-10
44,645.62,2023-08-14
80,280.57,2023-10-22
69,4739.31,2023-03-10
23,4708.31,2023-04-16
34,3917.5,2023-06-22
4,1566.71,2023-11-17
67,3188.35,2023-05-22
7,1479.14,2023-02-12
60,3773.38,2023-04-10
27,2772.27,2023-09-13
99,457.49,2023-11-26
69,3101.21,2023-02-26
54,164.31,2023-07-27
75,4542.36,2023-08-08
83,4440.74,2023-11-04
77,968.76,2023-06-05
61,3286.38,2023-12-12
11,1830.32,2023-07-11
1,3982.59,2023-12-08
41,353.17,2023-01-17
65,191.16,2023-08-15
66,3774.18,2023-06-09
44,4012.37,2023-10-18
31,4191.42,2023-01-11
59,620.85,2023-01-30
47,4710.35,2023-06-02
20,2169.29,2023-05-08
63,305.7,2023-05-28
24,2835.19,2023-11-27
72,730.4,2023-04-20
70,1671.87,2023-08-25
23,870.32,2023-10-15
96,2935.96,2023-01-26
39,250.24,2023-03-11
20,4636.48,2023-05-05
95,4286.71,2023-09-09
74,4132.0,2023-09-15
35,4333.65,2023-09-11
78,470.59,2023-01-22
95,2349.51,2023-07-15
61,526.13,2023-12-27
39,3766.02,2023-04-03
16,3623.32,2023-05-25
